"Date","S5AUCO","S5CODU","S5HOTR","S5MEDA","S5RETL","S5FDSR","S5FDBT","S5HOUS","S5ENRSX","S5BANKX","S5DIVF","S5INSU","S5REAL","S5HCES","S5PHRM","S5CPGS","S5COMS","S5TRAN","S5SFTW","S5TECH","S5SSEQX","S5MATRX","S5TELSX","S5UTILX"
"10/31/1989",-0.0429690731443265,-0.0305438003006845,0.0000338318918179821,-0.0210589090426045,-0.0136278915008894,-0.00145139097390305,0.0263320684669093,0.053619148098857,0.0312419147509865,-0.0853080068822375,0.0084247941511279,0.0586581245658977,NA,0.0192430040589009,0.0336641330226804,-0.0144644752285942,-0.0119894805453609,-0.0898688217529551,-0.0355525433140035,-0.0170913662657887,-0.0122804043540372,-0.0296469089907251,0.0122108625082942,0.0398029466699079
"11/30/1989",-0.0434764885601082,-0.0306487427343056,-0.00874762916801243,-0.0255985869160154,-0.00976164818507226,0.00774340817411254,0.00557455150106488,0.0219810139903927,0.0186733555350746,-0.0484172251766183,-0.0390456310844867,0.0226011694201634,NA,0.0404125050169719,0.0294529790889752,0.0191405777045405,-0.0218144583266786,-0.0310982712273379,0.00201875606414213,-0.0405750407550784,0.0322839477730154,0.0030612686712331,0.00589739482599961,0.00837888439287103
"12/29/1989",-0.0390083186350252,-0.0240310031833707,-0.0313999310629829,-0.0399543940671568,-0.0133053867515451,-0.0211442872622241,0.000866419039831201,0.0402153056143234,0.0459177720013942,-0.0402133221827095,-0.0788345379747935,-0.0647640454930461,NA,0.00239564234537982,-0.0168184421202747,0.00486056830890227,0.0159029585567309,0.000291609662056814,-0.00479686002115203,-0.0469064352902769,-0.0277171189696222,0.00676333826366876,0.04795478367058,0.0210829448655801
"1/31/1990",0.0308975202984418,-0.0100902312072707,-0.0642604835273582,-0.0210306445971408,0.02615741987721,-0.00705801705841247,-0.0330624355662443,-0.017368067155653,0.0319256958967966,-0.0429081749738026,-0.0419625191954112,-0.0281054998423703,NA,-0.0233779761329254,0.00688042844640498,0.0348200492512886,-0.0218410131968806,-0.0105139498352084,0.0114998909270354,0.0837425774354037,0.0712828612225265,-0.00892357438744924,-0.060424962081946,0.017448661510019
"2/28/1990",0.0478453319454086,-0.00434545701761636,-0.0168941340256589,-0.00580081038548204,0.0122349090667132,-0.0310920231302362,-0.0238396957488492,-0.023440917876814,0.00925342731366478,0.0353168831159235,0.0264585051877562,0.00916965573282828,NA,-0.00906721911046111,-0.0408658860342508,0.0123710708857062,-0.00898854684185394,0.0516822637186426,0.0491292418209974,0.0252408914805922,0.0694652593516318,-0.00256756423039793,-0.0139424981364184,-0.0186984613086946
"3/30/1990",-0.00119504239208866,0.0280939690335664,-0.0419322091220324,-0.0340279475088327,0.0377303726690086,0.0270192933441311,0.0325408321479048,0.0378468865730011,-0.0213600236982935,-0.0740331717869156,-0.0386218401509398,-0.0437646472447422,NA,-0.00905946400132462,0.0121458581906107,0.0181508606432881,0.0253345405712435,0.00214889125244605,0.0111064929318584,0.0133506095477926,0.0233329809600996,-0.008655907744809,0.0259125864258217,-0.0420113621386331
"4/30/1990",-0.023511787929652,-0.0231412469480743,-0.0558576045977604,0.0016331064314003,0.00289645992324459,0.0211490400556481,0.0442945677248176,0.0252004410514635,-0.0114164439666691,-0.0203914664093691,0.0330296765276644,-0.0391252711932478,NA,-0.0225727486910335,0.0372261580849948,0.00571648751142145,0.0207803910593178,-0.012013642645802,-0.0492434117216348,0.0247152502954094,0.00666307781024636,-0.0228614410834512,-0.00965665571660818,-0.0289122753176248
"5/31/1990",-0.0214463782595438,-0.0115773613612343,0.0550589208457323,0.0226624610290141,0.0360084846270505,0.0215587113047475,-0.000128652175135691,0.0414818795172956,-0.0305714308448667,0.0265588992501688,0.0483948231205354,0.0230245576761971,NA,0.041654590773764,0.0354751415498192,-0.0169255040598626,0.000389884541074262,-0.0466829415504564,0.0463834560253964,0.0311233844090341,0.133161724245581,-0.0170356056335688,-0.00641845580392483,-0.0438483470390908
"6/29/1990",-0.0218810092754422,0.000877467786407245,0.00760753274564251,-0.0108839326530249,0.0242995392458706,0.0430920579098548,0.0415958745749426,0.0580747781284653,-0.0140634447126909,-0.0510890474706648,0.0270088555930287,-0.0232593184234782,NA,0.0615496702648767,0.051064628669274,-0.0030795068416527,0.0387856538512167,-0.00635226594753699,0.0266656955450592,-0.0134005165812672,-0.0128866342226525,-0.0241143602118355,-0.0534163679972889,0.00867513418128101
"7/31/1990",-0.0359026474135929,-0.03389152744201,-0.106812679582633,-0.0732723309719765,-0.0437168961551758,0.00497260812135954,0.0140622997625553,0.0241655554731061,0.0988444565386196,-0.0823223488676269,-0.0331957535894486,-0.00504760308681871,NA,0.00522317188983857,0.0399311636931174,-0.00249575278410338,-0.0251495405754292,-0.0242035150710951,-0.202798218484493,-0.0547371848990614,-0.0668489001822335,0.0371483129384142,-0.0374255374255374,0.00733532734448006
