"Date","Market","S5AUCO","S5CODU","S5HOTR","S5MEDA","S5RETL","S5FDSR","S5FDBT","S5HOUS","S5ENRSX","S5BANKX","S5DIVF","S5INSU","S5REAL","S5HCES","S5PHRM","S5CPGS","S5COMS","S5TRAN","S5SFTW","S5TECH","S5SSEQX","S5MATRX","S5TELSX","S5UTILX"
"10/31/1989",-0.0251754260346555,-0.068144499178982,-0.05571922633534,-0.0251415941428375,-0.04623433507726,-0.0388033175355449,-0.0266268170085585,0.00115664243225381,0.0284437220642015,0.00606648871633099,-0.110483432916893,-0.0167506318835276,0.0334826985312422,NA,-0.00593242197575455,0.00848870698802489,-0.0396399012632497,-0.0371649065800164,-0.115044247787611,-0.060727969348659,-0.0422667923004442,-0.0374558303886927,-0.0548223350253806,-0.0129645635263613,0.0146275206352524
"11/30/1989",0.0165413092020214,-0.0269351793580869,-0.0141074335322842,0.00779368003400895,-0.00905727771399405,0.00677966101694912,0.0242847173761339,0.0221158607030863,0.0385223231924141,0.035214664737096,-0.031875915974597,-0.0225043218824653,0.0391424786221847,NA,0.0569538142189933,0.0459942882909966,0.0356818869065618,-0.00527314912465725,-0.0145569620253165,0.0185600652661635,-0.024033731553057,0.0488252569750368,0.0196025778732545,0.022438704028021,0.0249201935948924
"12/29/1989",0.0214168039538714,-0.0175915146811538,-0.00261419922949934,-0.00998312710911147,-0.0185375901132854,0.00811141720232631,0.000272516691647309,0.0222832229937026,0.0616321095681948,0.0673345759552656,-0.0187965182288381,-0.0574177340209221,-0.0433472415391747,NA,0.0238124462992512,0.00459836183359668,0.0262773722627737,0.0373197625106023,0.0217084136159282,0.0166199439327194,-0.0254896313364055,-0.00630031501575078,0.0281801422175402,0.0693715876244514,0.0424997488194515
"1/31/1990",-0.0688172043010753,-0.0379196840026334,-0.078907435508346,-0.133077687828433,-0.0898478488982161,-0.0426597844238652,-0.0758752213594877,-0.10187963986732,-0.0861852714567282,-0.0368915084042786,-0.111725379274878,-0.110779723496486,-0.0969227041434456,NA,-0.0921951804340007,-0.0619367758546703,-0.0339971550497866,-0.0906582174979559,-0.0793311541362837,-0.0573173133740399,0.0149253731343284,0.00246565692145123,-0.0777407786885245,-0.129242166383021,-0.0513685427910563
"2/28/1990",0.00853895709250031,0.0563842890379089,0.00419350007488395,-0.00835517693315855,0.00273814670701827,0.0207738661592135,-0.0225530660377359,-0.0153007386563489,-0.0149019607843137,0.0177923844061651,0.0438558402084238,0.0349974622802565,0.0177086128253286,NA,-0.000528262017960804,-0.0323269289417505,0.0209100279782065,-0.000449589749353625,0.0602212208111429,0.0576681989134977,0.0337798485730925,0.0780042164441321,0.00597139286210238,-0.00540354104391813,-0.0101595042161942
"3/30/1990",0.0242550242550243,0.0230599818629356,0.0523489932885907,-0.0176771848670081,-0.00977292325380846,0.0619853969240328,0.0512743175991554,0.0567958564029291,0.0621019108280254,0.00289500055673077,-0.0497781475318913,-0.0143668158959156,-0.019509622989718,NA,0.0151955602536997,0.036400882445635,0.0424058848983124,0.0495895648262678,0.0264039155074703,0.0353615171868826,0.0376056338028169,0.0475880052151239,0.0155991165102153,0.050167610680846,-0.0177563378836088
"4/30/1990",-0.0268870977231276,-0.0503988856527796,-0.0500283446712018,-0.082744702320888,-0.0252539912917273,-0.023990637799883,-0.00573805766747944,0.0174074700016901,-0.0016866566716641,-0.0383035416897967,-0.0472785641324966,0.00614257880453688,-0.0660123689163753,NA,-0.0494598464141611,0.0103390603618672,-0.0211706102117061,-0.00610670666380981,-0.0389007403689295,-0.0761305094447624,-0.00217184742771816,-0.0202240199128812,-0.0497485388065787,-0.0365437534397358,-0.0557993730407524
"5/31/1990",0.0919891172914148,0.070542739031871,0.0804117559301805,0.147048038137147,0.114651578320429,0.127997601918465,0.113547828596162,0.0918604651162791,0.13347099680871,0.0614176864465481,0.118548016541584,0.14038394041195,0.115013674967612,NA,0.133643708065179,0.127464258841234,0.0750636132315522,0.092379001832489,0.0453061757409583,0.138372573316811,0.123112501700449,0.225150841536996,0.0749535116578459,0.0855706614874899,0.048140770252324
"6/29/1990",-0.00888630512415922,-0.0307673143996014,-0.00800883733775198,-0.00127877237851671,-0.0197702377771841,0.0154132341217114,0.0342057527856956,0.0327095694507834,0.049188473004306,-0.0229497498368501,-0.059975352594824,0.0181225504688695,-0.0321456235476374,NA,0.0526633651407175,0.0421783235451147,-0.0119658119658119,0.0298993487270574,-0.0152385710716962,0.0177793904208999,-0.0222868217054264,-0.0217729393468117,-0.0330006653359947,-0.0623026731214481,-0.000211170942878218
"7/31/1990",-0.00522317188983857,-0.0411258193034315,-0.0391146993318486,-0.112035851472471,-0.0784955028618151,-0.0489400680450143,-0.000250563768479028,0.00883912787271668,0.0189423835832675,0.093621284648781,-0.0875455207574655,-0.0384189254792872,-0.0102707749766573,NA,0,0.0347079918032788,-0.00771892467394195,-0.0303727124652678,-0.0294266869609336,-0.208021390374332,-0.0599603567888999,-0.072072072072072,0.0319251410485757,-0.042648709315376,0.00211215545464149
"8/31/1990",-0.0943141934578127,-0.14662913818523,-0.104012748080545,-0.130677721701514,-0.104850635906537,-0.134012107870116,-0.087593984962406,-0.0614778037383179,-0.104415182029434,-0.0239210097719869,-0.114303959131545,-0.159267421277676,-0.117520215633423,NA,-0.0644865174985657,-0.0793415026612206,-0.129962446351931,-0.0996047430830039,-0.135389440669106,-0.116362817915823,-0.125856615709014,-0.171330668189606,-0.113081744232564,-0.094021101992966,-0.0788281167667826
"9/28/1990",-0.0511842757936508,-0.106329511543898,-0.0907033144704931,-0.135392908977815,-0.0502230299025277,-0.0886558627264061,-0.0519159456118665,-0.0294071884238368,-0.0648676699532953,-0.0295129836270727,-0.156452775775054,-0.132028065289191,-0.100030543677459,NA,-0.0180301729424751,-0.0424845388545307,-0.0793895483274242,-0.110294117647059,-0.0757255139056832,-0.145695364238411,-0.0331674958540631,-0.0651274982770503,-0.0751766651631335,0.0349378881987578,0.00766502688479581
"10/31/1990",-0.00669825191962101,-0.0300527240773287,-0.0341394025604552,-0.0287769784172663,-0.0457470864498174,-0.0296373779637378,-0.0175286107489498,0.0479320294966336,0.0928597854236033,-0.0332043842682141,-0.111965811965812,-0.0816401458397884,-0.0551501781774987,NA,0.0172370721958531,0.0158663296826733,-0.0296383121232417,-0.0197360305908473,-0.0248569092395748,-0.00149075730471071,-0.0447528457820053,-0.0932546995945447,-0.0326776133961957,0.0436359089772442,0.0834468664850137
"11/30/1990",0.0599342105263159,0.0173944555173039,0.120029455081002,0.101728395061728,0.108640174990886,0.120912684153791,0.0544087289884991,0.0544592320636378,0.0428232904536222,0.0182282983216628,0.185755534167469,0.109527121804901,0.186422413793104,NA,0.087303536345776,0.0928818244644091,0.0619499568593615,0.00843085441046938,0.0593660908938454,0.166318303971335,0.0899444988573294,0.0630081300813007,0.0722689075630252,-0.011261531089014,0.00943099654196784
"12/31/1990",0.0248277574328099,-0.0170970614425646,0.0353385930309007,0.0432541461228149,0.0526142716211772,0.023401186087514,0.055936232694728,0.0358334542289279,0.046258724233079,-0.0138631153804169,0.057224025974026,0.0577594771405184,0.0446563729942477,NA,0.0260869565217392,0.016061717465537,0.0453363665908352,0.0519091589717993,0.0611049548836473,-0.0130568356374809,0.0464280365433579,0.0634799235181644,0.0532915360501568,-0.00351387374288145,-0.00166095712654414
"1/31/1991",0.0415177760281024,0.0413118318535967,0.0935069058580726,-0.00988184747583231,0.0965323336457358,0.115740015661707,0.0687326181962654,0.0327731092436973,-0.0432826559106421,-0.0250166039406686,0.0752399232245682,0.102927769606251,0.052021446167222,NA,0.0680167290336783,0.0292506845904903,0.0826985854189337,0.104744958481613,0.127554826197225,0.0736705577172504,0.134249320166023,0.109313196691838,0.050297619047619,-0.01215953307393,-0.021628366434439
"2/28/1991",0.0672811327886488,0.106316338959457,0.0805749128919862,0.160772401822521,0.0196581196581196,0.069764177428411,0.0558859975216851,0.10848928668294,0.0343765201880979,0.0840145322434151,0.122277757943591,0.117211238739302,0.0829201101928376,NA,0.0714138499587798,0.095295682670214,0.0465183058147881,0.0876194566734673,0.033342154008997,0.093259241362648,0.0439116719242903,0.0777957860615883,0.0391045621989233,0.0232644017725259,0.0376235519183759
"3/29/1991",0.0222028495927208,-0.016042780748663,0.0365444041381163,0.0814953271028037,0.00488963397597106,0.078861041858024,0.0940030512850605,0.0561536579398092,0.0275905314312588,-0.000837871805613723,0.0434229362175918,0.0818919506286475,0.0571101500890358,NA,0.076175819948062,0.0428397924257482,0.0115242145698999,-0.0127357093493929,-0.0285531370038411,0.0475138121546961,-0.042548047866554,-0.0213533834586466,-0.00354513226070364,0.016841092265127,0.0129058690976135
"4/30/1991",0.000346463408133883,-0.0334079283887469,-0.0103694102397928,-0.0207397165572071,0.0254414013624357,0.0319873510094867,-0.0094400343273975,-0.0218927371713194,-0.01906941266209,0.0254716981132075,0.0692073170731708,-0.0139091775166721,-0.0542654313560342,NA,-0.0201984091518456,-0.00338803599788256,-0.00854469008544703,0.000499999999999972,0.0462633451957294,0.0544303797468354,-0.0431763666203761,0.0786724031960665,0.0298303229337713,-0.00319413226073579,-0.010112245929821
